state_code,county,tract,block,aapi,aian,black,hispanic,other,white
02,013,9900,101A,0,0,0,0,0,0
02,013,9900,101C,0,4,0,0,0,0
02,013,9900,102,0,6,0,0,0,0
02,013,9900,103A,0,0,0,0,0,0
02,013,9900,103D,1,215,0,0,0,17
02,013,9900,104,0,67,0,0,0,16
02,013,9900,105,0,0,0,0,0,0
02,013,9900,106A,0,4,0,0,0,0
02,013,9900,108,71,8,3,51,3,53
02,013,9900,109,0,60,0,0,0,15
02,013,9900,110,22,105,2,2,0,52
02,013,9900,113E,0,0,0,0,0,0
02,013,9900,203,86,431,4,78,2,277
02,013,9900,204,1,0,0,0,0,2
02,013,9900,304A,0,2,0,0,0,58
02,013,9900,308,0,0,0,0,0,2
02,013,9900,313,2,6,0,1,0,77
02,013,9900,316,0,0,0,0,0,1
02,013,9900,321,0,52,0,3,0,13
02,013,9900,401,0,0,0,0,0,0
02,013,9900,402,0,10,0,0,0,6
02,013,9900,403A,215,47,3,29,0,72
02,013,9900,405,0,19,0,0,0,1
02,013,990099,403Z,25,4,3,16,0,139
02,016,9619,408,0,2,0,0,0,5
02,016,9619,423,0,29,0,0,0,6
02,016,9619,430,0,0,0,0,0,3
02,016,9619,440A,0,0,0,0,0,0
02,016,9619,442A,0,67,0,0,0,6
02,016,9619,442C,0,20,0,0,0,1
02,016,9619,442D,0,4,0,0,0,0
02,016,9619,501A,0,0,0,0,0,0
02,016,9619,501C,0,0,0,0,0,0
02,016,9619,502A,148,220,6,110,2,716
02,016,9619,601A,0,0,0,0,0,0
02,016,9619,601B,0,0,0,0,0,0
02,016,9619,602A,211,19,11,103,2,640
02,016,9619,702A,22,500,4,44,0,114
02,016,9619,704,0,0,0,0,0,0
02,016,9619,707,0,2,0,0,0,0
02,016,9619,708,0,19,0,0,0,1
02,016,9619,709,0,0,0,0,0,0
02,016,9619,710,0,39,0,0,0,2
02,016,9619,711,0,11,0,0,0,1
02,016,9619,712,0,28,0,0,0,1
02,016,9619,713,0,9,0,0,0,0
02,016,9619,714,0,23,0,0,0,2
02,016,961999,502Z,11,5,1,27,0,107
02,016,961999,602Z,178,9,34,154,1,374
02,016,961999,702Z,7,2,8,18,0,44
02,016,9620,125,0,0,3,2,0,18
02,016,9620,129,10,3,82,28,0,541
02,016,9620,134,0,0,1,1,0,3
02,016,9620,135,0,2,0,0,0,18
02,016,9620,201,311,53,485,255,2,3527
02,020,000101,111,0,0,0,0,0,0
02,020,000101,112,0,38,1,0,0,0
02,020,000101,113,0,0,0,0,0,0
02,020,000101,114,0,1,0,0,0,0
02,020,000101,115,0,0,0,0,0,3
02,020,000101,117,0,5,0,0,0,1
02,020,000101,118,0,0,0,0,0,0
02,020,000101,119,0,0,0,3,0,29
02,020,000101,120,0,0,0,0,0,3
02,020,000101,123,0,0,0,0,0,2
02,020,000101,124,0,0,0,0,0,1
02,020,000101,125,0,0,0,0,0,17
02,020,000101,133,3,1,0,13,0,100
02,020,000101,134,0,0,0,0,0,6
02,020,000101,135,7,0,3,0,0,98
02,020,000101,136,1,1,5,2,0,62
02,020,000101,141,0,0,0,0,0,5
