state_code,county,tract,block,aian,api,black,hispanic,other,white
44,001,030100,1000,0,0,0,0,0,22
44,001,030100,1001,0,0,0,0,0,6
44,001,030100,1002,0,0,0,0,0,34
44,001,030100,1003,0,0,0,0,0,16
44,001,030100,1004,0,0,0,0,0,20
44,001,030100,1005,0,0,0,0,1,31
44,001,030100,1006,0,0,0,0,0,35
44,001,030100,1007,0,5,0,0,0,12
44,001,030100,1008,1,28,62,23,11,487
44,001,030100,1009,0,0,0,0,0,19
44,001,030100,1010,0,0,0,0,0,10
44,001,030100,1011,0,0,0,0,0,0
44,001,030100,1012,0,0,0,1,0,44
44,001,030100,1013,0,0,0,0,0,35
44,001,030100,1014,0,1,0,0,4,174
44,001,030100,1015,0,0,0,0,2,30
44,001,030100,1016,0,0,0,0,0,18
44,001,030100,1017,0,0,0,0,0,23
44,001,030100,1018,0,3,0,0,0,23
44,001,030100,1019,0,0,0,0,0,29
44,001,030100,1020,0,0,0,0,0,35
44,001,030100,1021,0,0,0,0,0,20
44,001,030100,1022,0,0,0,0,0,36
44,001,030100,1023,0,0,0,0,0,32
44,001,030100,1024,0,0,0,0,0,21
44,001,030100,1025,0,0,0,0,0,20
44,001,030100,1026,0,0,0,0,0,36
44,001,030100,1027,0,1,1,1,9,244
44,001,030100,1028,0,0,0,0,0,23
44,001,030100,1029,0,0,0,0,0,34
44,001,030100,1030,0,0,4,2,1,142
44,001,030100,1031,0,0,0,0,0,31
44,001,030100,1032,0,0,0,0,0,23
44,001,030100,1033,0,0,0,0,0,7
44,001,030100,1034,0,5,2,1,0,43
44,001,030100,1035,0,0,0,0,0,4
44,001,030100,1036,0,0,0,0,0,5
44,001,030100,1037,0,0,0,0,0,6
44,001,030100,2000,0,4,0,2,0,257
44,001,030100,2001,0,0,0,0,0,0
44,001,030100,2002,0,0,0,0,0,39
44,001,030100,2003,0,0,0,0,0,27
44,001,030100,2004,0,0,0,0,0,22
44,001,030100,2005,0,0,0,0,0,16
44,001,030100,2006,0,0,0,0,0,17
44,001,030100,2007,0,0,0,0,0,48
44,001,030100,2008,0,4,0,0,1,28
44,001,030100,2009,0,0,0,0,0,36
44,001,030100,2010,0,0,0,2,0,40
44,001,030100,2011,0,0,0,0,0,7
44,001,030100,2012,0,0,0,0,0,12
44,001,030100,2013,0,0,0,0,0,20
44,001,030100,2014,0,0,0,0,0,27
44,001,030100,2015,0,0,0,0,0,36
44,001,030100,2016,0,2,0,3,0,27
44,001,030100,2017,0,0,0,0,0,22
44,001,030100,2018,0,0,1,0,1,23
