state_code,county,tract,block,aapi,aian,black,hispanic,multi,other,white
24,001,000100,1000,0,0,1,0,0,0,38
24,001,000100,1001,0,0,0,0,0,0,5
24,001,000100,1002,0,0,0,0,0,0,1
24,001,000100,1003,0,0,0,0,0,0,29
24,001,000100,1004,0,0,1,0,1,0,3
24,001,000100,1005,0,1,0,0,0,0,90
24,001,000100,1006,0,0,0,0,0,0,28
24,001,000100,1007,0,0,0,0,0,0,2
24,001,000100,1008,0,0,0,0,0,0,0
24,001,000100,1009,0,0,0,0,0,0,17
24,001,000100,1010,0,0,0,0,0,0,15
24,001,000100,1011,0,0,0,0,0,0,15
24,001,000100,1012,0,0,0,0,0,0,20
24,001,000100,1013,0,0,0,0,0,0,57
24,001,000100,1014,0,0,0,0,0,0,10
24,001,000100,1015,0,0,0,0,0,0,0
24,001,000100,1016,0,0,0,0,0,0,0
24,001,000100,1017,0,0,0,0,0,0,0
24,001,000100,1018,0,0,0,0,0,0,0
24,001,000100,1019,0,0,0,0,0,0,0
24,001,000100,1020,0,0,0,0,0,0,0
24,001,000100,1021,0,0,0,0,0,0,0
24,001,000100,1022,0,0,0,0,0,0,0
24,001,000100,1023,0,0,0,0,0,0,0
24,001,000100,1024,0,0,0,0,0,0,0
24,001,000100,1025,0,1,0,0,0,0,15
24,001,000100,1026,0,0,0,0,0,0,54
24,001,000100,1027,0,0,0,0,0,0,0
24,001,000100,1028,0,0,0,0,0,0,0
24,001,000100,1029,0,0,0,0,0,0,27
24,001,000100,1030,0,0,0,0,0,0,0
24,001,000100,1031,0,0,0,0,0,0,0
24,001,000100,1032,0,0,0,0,0,0,15
24,001,000100,1033,0,0,0,0,0,0,118
24,001,000100,1034,0,0,0,0,0,0,8
24,001,000100,1035,0,0,0,0,0,0,11
24,001,000100,1036,0,0,0,0,0,0,10
24,001,000100,1037,0,0,0,0,0,0,13
24,001,000100,1038,0,0,0,0,0,0,2
24,001,000100,1039,0,0,0,0,0,0,0
24,001,000100,1040,0,0,1,0,0,0,36
24,001,000100,1041,0,0,0,0,0,0,1
24,001,000100,1042,0,0,0,0,0,0,4
24,001,000100,1043,0,0,0,0,0,0,2
24,001,000100,1044,0,0,0,0,0,0,23
24,001,000100,1045,0,0,0,0,0,0,0
24,001,000100,1046,0,0,0,0,0,0,10
24,001,000100,1047,0,0,0,0,0,0,40
24,001,000100,1048,0,0,0,0,0,0,0
24,001,000100,1049,0,0,0,0,0,0,0
24,001,000100,1050,0,0,0,0,0,0,0
24,001,000100,1051,0,0,0,0,0,0,0
24,001,000100,1052,0,0,0,0,0,0,0
24,001,000100,1053,0,0,0,0,0,0,0
24,001,000100,1054,0,0,0,0,0,0,0
24,001,000100,1055,0,0,0,0,0,0,0
24,001,000100,1056,0,0,0,0,0,0,0
24,001,000100,1057,0,0,0,0,0,0,16
24,001,000100,1058,0,0,0,0,0,0,21
24,001,000100,1059,0,0,0,0,0,0,0
24,001,000100,1060,0,0,0,0,0,0,12
24,001,000100,1061,0,0,0,0,0,0,15
24,001,000100,1062,0,0,0,0,0,0,15
24,001,000100,1063,0,0,0,0,0,0,0
24,001,000100,1064,0,0,0,0,0,0,0
24,001,000100,1065,0,0,0,0,0,0,0
24,001,000100,1066,0,0,0,0,0,0,0
24,001,000100,1067,0,0,0,0,0,0,0
24,001,000100,1068,0,0,0,0,0,0,0
24,001,000100,1069,0,0,0,0,0,0,4
24,001,000100,1070,0,0,0,0,0,0,0
24,001,000100,1071,0,0,0,0,0,0,0
24,001,000100,1072,0,0,0,0,0,0,0
24,001,000100,1073,0,0,0,0,0,0,0
24,001,000100,1074,0,0,0,0,0,0,0
24,001,000100,1075,0,0,0,0,0,0,0
24,001,000100,1076,0,0,0,0,0,0,0
24,001,000100,1077,0,0,0,0,0,0,0
24,001,000100,1078,0,0,0,0,0,0,0
24,001,000100,1079,0,0,0,0,0,0,0
24,001,000100,1080,0,0,0,0,0,0,0
24,001,000100,1081,0,0,0,0,0,0,0
24,001,000100,1082,0,0,0,0,0,0,0
24,001,000100,1999,0,0,0,0,0,0,0
24,001,000100,2000,0,0,0,0,0,0,11
24,001,000100,2001,0,0,0,0,0,0,0
24,001,000100,2002,0,0,0,0,0,0,6
24,001,000100,2003,0,0,0,0,0,0,0
24,001,000100,2004,0,0,0,0,0,0,5
24,001,000100,2005,0,0,0,0,0,0,0
24,001,000100,2006,0,0,0,0,0,0,1
24,001,000100,2007,0,0,0,0,0,0,18
24,001,000100,2008,0,0,0,0,0,0,17
24,001,000100,2009,0,0,0,0,0,0,0
24,001,000100,2010,0,0,0,0,0,0,0
24,001,000100,2011,0,0,0,0,0,0,0
24,001,000100,2012,0,0,0,0,0,0,0
24,001,000100,2013,0,0,0,0,0,0,0
24,001,000100,2014,0,0,0,0,0,0,0
24,001,000100,2015,0,0,0,0,0,0,0
24,001,000100,2016,0,0,0,0,0,0,0
24,001,000100,2017,0,0,0,0,0,0,2
24,001,000100,2018,0,0,0,0,0,0,4
24,001,000100,2019,0,0,0,0,0,0,2
24,001,000100,2020,0,0,0,0,0,0,54
24,001,000100,2021,0,0,0,0,0,0,2
24,001,000100,2022,0,0,0,0,0,0,0
24,001,000100,2023,0,0,0,3,0,0,53
24,001,000100,2024,0,0,0,0,0,0,6
24,001,000100,2025,0,0,0,0,0,0,0
24,001,000100,2026,0,0,0,0,0,0,0
24,001,000100,2027,0,0,0,0,0,0,0
24,001,000100,2028,0,0,0,0,0,0,0
24,001,000100,2029,0,0,0,0,0,0,16
24,001,000100,2030,0,0,0,0,0,0,2
24,001,000100,2031,0,0,0,0,0,0,43
24,001,000100,2032,0,0,0,0,0,0,23
24,001,000100,2033,0,1,0,0,0,0,61
24,001,000100,2034,0,0,0,0,0,0,0
24,001,000100,2035,0,0,0,0,0,0,0
24,001,000100,2036,0,0,0,0,0,0,0
24,001,000100,2037,0,1,0,0,0,0,30
24,001,000100,2038,0,0,0,0,0,0,6
24,001,000100,2039,0,0,0,0,0,0,0
24,001,000100,2040,0,0,0,0,0,0,2
24,001,000100,2041,0,0,0,0,0,0,0
24,001,000100,2042,0,0,0,0,0,0,0
24,001,000100,2043,0,0,3,0,1,0,13
24,001,000100,2044,0,0,0,0,0,0,0
24,001,000100,2045,0,0,0,0,0,0,47
24,001,000100,2046,0,0,0,0,0,0,22
24,001,000100,2047,0,0,0,0,0,0,0
24,001,000100,2048,0,0,0,0,0,0,0
24,001,000100,2049,0,0,0,0,0,0,3
24,001,000100,2050,0,0,0,0,0,0,0
24,001,000100,2051,0,0,0,0,0,0,0
24,001,000100,2052,0,0,0,0,0,0,0
24,001,000100,2053,0,0,0,0,1,0,24
24,001,000100,2054,0,0,0,0,0,0,6
24,001,000100,2055,0,0,0,0,0,0,0
24,001,000100,2056,0,0,0,0,0,0,1
24,001,000100,2057,0,0,0,0,0,0,4
24,001,000100,2058,0,0,0,0,0,0,5
24,001,000100,2059,1,0,0,0,0,0,215
24,001,000100,2060,0,0,0,0,0,0,0
24,001,000100,2061,0,0,0,0,0,0,0
24,001,000100,2062,0,0,0,0,0,0,0
24,001,000100,2063,0,0,0,0,0,0,10
24,001,000100,2064,0,0,0,0,0,0,0
24,001,000100,2065,0,0,0,0,0,0,5
24,001,000100,2066,0,0,0,0,0,0,0
24,001,000100,2067,0,0,0,0,0,0,25
24,001,000100,2068,0,0,0,0,0,0,2
24,001,000100,2069,0,0,0,0,0,0,26
24,001,000100,2070,0,0,0,1,0,0,58
24,001,000100,2071,0,0,0,0,0,0,5
24,001,000100,2072,0,0,0,0,0,0,20
24,001,000100,2073,0,0,0,0,0,0,0
24,001,000100,2074,0,0,0,0,0,0,0
24,001,000100,2075,0,0,0,0,0,0,0
24,001,000100,2076,0,0,0,1,3,0,0
24,001,000100,2077,0,0,0,0,0,0,0
24,001,000100,2078,0,0,0,0,0,0,0
24,001,000100,2079,0,0,0,0,0,0,0
24,001,000100,2080,0,0,0,0,0,0,30
24,001,000100,2081,0,0,0,0,0,0,12
24,001,000100,2082,0,0,0,0,0,0,0
24,001,000100,2083,0,0,0,0,0,0,11
24,001,000100,2084,0,0,0,0,0,0,2
24,001,000100,2085,0,0,0,0,0,0,0
24,001,000100,2086,0,0,0,0,0,0,7
24,001,000100,2087,0,0,0,0,0,0,2
24,001,000100,2088,0,0,0,0,0,0,2
24,001,000100,2089,0,0,0,0,0,0,14
24,001,000100,2090,0,0,0,0,0,0,0
24,001,000100,2091,0,0,0,0,0,0,0
24,001,000100,2092,0,0,0,0,0,0,0
24,001,000100,2093,0,0,0,0,0,0,0
24,001,000100,2094,0,0,0,0,0,0,0
24,001,000100,2095,0,0,0,0,0,0,0
24,001,000100,2096,0,0,0,0,0,0,13
24,001,000100,2097,0,0,0,0,0,0,0
24,001,000100,2098,0,0,0,0,0,0,37
24,001,000100,2099,0,0,0,0,0,0,0
24,001,000100,2100,0,0,0,0,0,0,0
24,001,000100,2101,0,0,0,0,0,0,0
24,001,000100,2102,0,0,0,0,0,0,26
24,001,000100,2103,0,0,0,0,0,0,0
24,001,000100,2104,0,0,0,0,0,0,3
24,001,000100,2105,0,0,0,0,0,0,3
24,001,000100,2106,0,0,0,0,0,0,4
24,001,000100,2107,0,0,1,0,0,0,15
24,001,000100,2108,0,0,0,0,0,0,12
24,001,000100,2109,0,0,0,0,0,0,0
24,001,000100,2110,0,0,0,0,0,0,4
24,001,000100,2111,0,0,0,0,0,0,0
24,001,000100,2112,0,0,0,0,0,0,0
24,001,000100,2113,0,0,0,0,0,0,0
24,001,000100,2114,0,0,0,0,0,0,0
24,001,000100,2115,0,0,0,0,0,0,3
24,001,000100,2116,0,0,0,0,0,0,0
24,001,000100,2117,0,0,0,0,0,0,0
24,001,000100,2118,0,0,0,0,0,0,5
24,001,000100,2119,0,0,0,0,0,0,0
24,001,000100,2120,0,0,0,0,0,0,0
24,001,000100,2121,0,0,0,0,0,0,28
24,001,000100,2122,0,0,0,0,0,0,35
24,001,000100,2123,0,0,0,0,0,0,20
24,001,000100,2124,0,0,0,0,0,0,0
24,001,000100,2125,0,0,0,0,0,0,0
24,001,000100,2126,0,0,0,0,0,0,0
24,001,000100,2127,0,0,0,0,0,0,0
24,001,000100,2128,0,0,0,0,0,0,0
24,001,000100,2129,0,0,45,0,0,0,36
24,001,000100,2130,0,0,0,0,0,0,3
24,001,000100,2131,0,0,0,0,0,0,0
24,001,000100,2132,0,0,0,0,0,0,2
24,001,000100,2133,0,0,0,0,0,0,0
24,001,000100,2134,0,0,0,0,0,0,0
24,001,000100,2135,0,0,0,0,0,0,0
24,001,000100,2136,0,0,0,0,0,0,0
24,001,000100,2137,0,0,0,0,0,0,32
24,001,000100,2138,0,0,0,0,0,0,3
24,001,000100,2139,0,0,0,0,0,0,8
24,001,000100,2140,0,0,0,0,0,0,0
24,001,000100,2141,0,0,0,0,0,0,9
24,001,000100,2142,0,0,0,0,0,0,6
24,001,000100,2143,0,0,0,0,0,0,6
24,001,000100,2144,0,0,0,0,0,0,10
24,001,000100,2145,0,0,0,0,0,0,2
24,001,000100,2146,0,0,0,0,0,0,12
24,001,000100,2147,0,0,0,0,0,0,0
24,001,000100,2148,0,0,0,0,0,0,8
24,001,000100,2149,0,0,0,0,0,0,0
24,001,000100,2150,0,0,0,0,0,0,11
24,001,000100,2151,0,0,0,0,0,0,0
24,001,000100,2152,0,0,0,0,0,0,0
24,001,000100,2153,0,0,0,0,0,0,5
24,001,000100,2154,0,0,0,0,0,0,0
24,001,000100,2155,0,0,0,0,0,0,117
24,001,000100,2156,0,0,0,0,0,0,0
24,001,000100,2157,0,0,0,0,0,0,0
24,001,000100,2158,0,0,0,0,0,0,3
24,001,000100,2159,0,0,0,0,0,0,8
24,001,000100,2160,0,0,0,0,0,0,0
24,001,000100,2161,0,0,0,0,0,0,0
24,001,000100,2162,0,0,0,0,0,0,11
24,001,000100,2163,0,0,0,0,0,0,0
24,001,000100,2164,0,0,0,0,0,0,0
24,001,000100,2165,0,0,0,0,0,0,0
24,001,000100,2166,0,0,0,0,0,0,1
24,001,000100,2167,0,0,0,0,0,0,0
24,001,000100,2168,0,0,0,0,0,0,0
24,001,000100,2169,0,0,0,0,0,0,0
24,001,000100,2170,0,0,0,0,0,0,4
24,001,000100,2171,0,0,0,0,0,0,0
24,001,000100,2172,0,0,0,0,0,0,22
24,001,000100,2173,0,0,0,0,0,0,0
24,001,000100,2174,0,0,0,0,0,0,0
24,001,000100,2175,0,0,0,0,0,0,66
24,001,000100,2176,0,0,0,0,0,0,0
24,001,000100,2177,0,0,0,0,0,0,0
