state,county,tract,block,aian,api,black,hispanic,other,white
56,001,962700,1000,0,0,0,0,0,0
56,001,962700,1001,0,0,0,0,0,0
56,001,962700,1002,0,0,0,0,0,0
56,001,962700,1003,0,0,0,0,0,0
56,001,962700,1004,0,0,0,0,0,0
56,001,962700,1005,0,0,0,0,0,45
56,001,962700,1006,0,0,0,0,0,0
56,001,962700,1007,0,0,0,0,0,0
56,001,962700,1008,0,0,0,0,0,0
56,001,962700,1009,0,0,0,0,0,0
56,001,962700,1010,0,0,0,0,0,0
56,001,962700,1011,0,0,0,0,0,2
56,001,962700,1012,0,0,0,0,0,0
56,001,962700,1013,0,0,0,0,1,23
56,001,962700,1014,0,0,0,0,0,0
56,001,962700,1015,0,0,0,0,0,5
56,001,962700,1016,0,0,0,0,0,0
56,001,962700,1017,0,0,0,0,0,0
56,001,962700,1018,0,0,0,0,0,0
56,001,962700,1019,0,0,0,0,0,0
56,001,962700,1020,0,0,0,0,0,2
56,001,962700,1021,0,0,0,0,0,0
56,001,962700,1022,0,0,0,0,0,0
56,001,962700,1023,0,0,0,0,0,0
56,001,962700,1024,0,0,0,0,0,0
56,001,962700,1025,0,0,0,0,0,2
56,001,962700,1026,0,0,0,0,0,7
56,001,962700,1027,0,1,0,0,0,9
56,001,962700,1028,0,0,0,0,0,0
56,001,962700,1029,0,0,0,0,0,0
56,001,962700,1030,0,0,0,0,0,1
56,001,962700,1031,0,0,0,0,0,0
56,001,962700,1032,0,0,0,0,0,0
56,001,962700,1033,0,0,0,0,0,0
56,001,962700,1034,0,0,0,0,0,0
56,001,962700,1035,0,0,0,0,0,0
56,001,962700,1036,0,0,0,0,0,0
56,001,962700,1037,0,0,0,0,0,0
56,001,962700,1038,0,0,0,0,0,2
56,001,962700,1039,0,0,0,0,0,4
56,001,962700,1040,0,0,0,0,0,0
56,001,962700,1041,0,0,0,0,0,0
56,001,962700,1042,0,0,0,0,0,0
56,001,962700,1043,1,0,0,0,0,2
56,001,962700,1044,0,0,0,0,0,0
56,001,962700,1045,0,0,0,0,0,0
56,001,962700,1046,0,0,0,0,0,0
56,001,962700,1047,0,0,0,0,0,9
56,001,962700,1048,0,0,0,0,0,2
56,001,962700,1049,0,0,0,0,0,0
56,001,962700,1050,0,0,0,0,0,0
56,001,962700,1051,0,0,0,0,0,2
56,001,962700,1052,0,0,0,1,0,6
56,001,962700,1053,0,0,0,0,0,9
56,001,962700,1054,0,0,0,0,0,37
56,001,962700,1055,0,0,0,10,0,16
56,001,962700,1056,0,0,0,5,0,2
56,001,962700,1057,0,0,0,1,0,2
56,001,962700,1058,0,6,0,1,0,48
56,001,962700,1059,0,0,0,0,0,2
56,001,962700,1060,0,0,0,0,0,0
56,001,962700,1061,0,0,0,0,0,0
56,001,962700,1062,0,0,0,2,0,8
56,001,962700,1063,0,0,0,0,0,0
56,001,962700,1064,0,0,0,0,0,0
56,001,962700,1065,0,0,0,0,0,9
56,001,962700,1066,0,0,0,0,0,4
56,001,962700,1067,0,0,0,0,0,5
56,001,962700,1068,0,0,0,0,0,0
56,001,962700,1069,0,0,0,0,0,5
56,001,962700,1070,0,0,0,0,0,0
56,001,962700,1071,0,0,0,0,0,0
56,001,962700,1072,0,0,0,0,0,0
56,001,962700,1073,0,0,0,0,0,0
56,001,962700,1074,2,0,2,5,2,45
56,001,962700,1075,0,0,0,0,0,0
56,001,962700,1076,0,0,0,0,0,0
56,001,962700,1077,0,0,0,0,0,0
56,001,962700,1078,0,0,0,0,0,0
56,001,962700,1079,0,0,0,0,0,36
56,001,962700,1080,0,0,0,2,0,10
56,001,962700,1081,0,2,0,0,0,6
56,001,962700,1082,0,0,0,0,0,0
56,001,962700,1083,0,0,0,0,0,0
56,001,962700,1084,0,0,0,0,0,0
56,001,962700,1085,0,0,0,0,0,0
56,001,962700,1086,0,0,0,0,0,0
56,001,962700,1087,0,0,0,0,0,0
56,001,962700,1088,0,0,0,0,0,0
